RowNumber,CustomerId,Surname,Geography,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6005,15802088,Grant,Spain,Female,521,22,10,0,1,1,1,101311.95,stay
6006,15589323,Law,France,Female,636,24,9,0,2,0,1,38830.72,stay
6007,15636395,King,France,Female,529,31,5,0,2,1,0,26817.23,stay
6008,15712772,Onwubiko,France,Male,757,28,3,75381.15,1,1,1,199727.72,stay
6009,15700937,Romano,Spain,Female,767,24,5,0,2,1,1,67445.85,stay
6010,15766659,Okwudilichukwu,Spain,Male,525,33,5,0,2,1,0,161002.29,stay
6011,15814033,Milano,Spain,Male,759,38,1,0,2,1,0,20778.39,stay
6012,15783007,Parker,Germany,Female,520,45,1,123086.39,1,1,1,41042.4,leave
6013,15654183,Aitken,France,Female,738,26,3,0,2,1,0,67484.16,stay
6014,15609899,Obiora,Spain,Male,548,37,4,0,1,1,0,121763.68,stay
6015,15747323,Vasilyeva,Spain,Male,535,48,9,109472.47,1,1,0,157358.43,leave
6016,15582591,Chiabuotu,Spain,Male,615,59,4,155766.05,1,1,1,110275.17,stay
6017,15738835,Slater,Germany,Male,850,38,7,101985.81,2,0,0,43801.27,stay
6018,15782404,Hughes,France,Female,487,34,2,96019.5,1,0,0,9085,stay
6019,15697480,Menkens,France,Male,731,30,7,0,2,0,1,143086.09,stay
6020,15697045,Pisani,Spain,Female,726,35,9,0,2,0,1,100556.98,stay
6021,15781234,Y?an,France,Female,609,35,2,147900.43,1,1,0,140000.29,stay
6022,15579891,Milani,France,Male,714,52,4,100755.66,1,1,1,186775.25,stay
6023,15805690,Chin,Spain,Female,694,35,7,0,1,1,0,133570.43,leave
6024,15612139,Fu,France,Female,786,33,0,83036.05,1,0,1,154990.58,leave
6025,15568834,Howells,Spain,Male,698,27,6,125427.37,2,0,0,27654.44,stay
6026,15709917,Ni,France,Female,601,46,3,98202.76,1,0,0,137763.93,stay
6027,15718843,Maslova,Spain,Male,769,41,1,72509.91,1,1,0,25723.73,stay
6028,15799494,Forster,Germany,Male,850,44,3,140393.65,2,0,1,186285.52,stay
6029,15673439,Sun,Spain,Female,646,50,5,142644.64,2,1,1,142208.5,leave
6030,15669011,Bocharova,France,Female,659,44,9,23503.31,1,0,1,169862.01,leave
6031,15581388,Y?an,Spain,Male,487,33,8,145729.71,1,1,0,41365.85,stay
6032,15743153,Singh,Germany,Female,740,40,2,122295.17,2,1,1,30812.84,stay
6033,15579787,Nkemakonam,France,Male,686,39,4,0,2,1,0,155023.93,stay
6034,15759966,Chiemenam,Spain,Female,612,36,5,119799.27,2,1,0,159416.58,stay
6035,15601045,Angelo,Spain,Male,655,37,8,163708.58,2,0,0,76259.23,stay
6036,15764021,Frolov,France,Male,617,34,1,61687.33,2,1,0,105965.25,stay
6037,15687218,West,France,Female,674,27,4,79144.34,1,0,1,50743.83,stay
6038,15626452,Beatham,Spain,Male,711,32,5,0,2,1,1,147720.27,stay
6039,15700964,Pollard,Germany,Female,624,27,7,104848.68,1,1,1,167387.36,stay
6040,15768887,Hsing,Spain,Male,597,26,5,0,2,0,1,95159.13,stay
6041,15735358,Dowse,Spain,Male,682,46,4,0,1,1,1,4654.28,stay
6042,15749472,Lucciano,France,Male,775,45,8,0,1,1,0,130376.68,stay
6043,15685872,Godfrey,France,Female,727,29,1,146652.01,1,1,1,173486.39,stay
6044,15760851,Gratton,France,Male,629,31,6,0,2,1,0,93881.75,stay
6045,15734588,Manning,France,Male,684,46,0,0,2,1,1,36376.97,stay
6046,15784594,Mazzi,Germany,Female,549,37,1,130622.34,2,1,1,128499.94,stay
6047,15606435,Wall,Germany,Male,593,69,2,187013.13,2,0,1,105898.69,stay
6048,15790247,Sims,Spain,Male,536,40,9,0,2,1,1,11959.03,stay
6049,15676433,Allan,France,Female,707,36,6,0,1,0,0,98810.78,stay
6050,15625905,Griffen,Spain,Male,592,41,0,0,2,1,0,65906.07,stay
6051,15626414,Russell,France,Male,703,44,6,98862.54,1,1,0,151516.7,stay
6052,15623220,Brown,Spain,Female,723,45,4,0,2,1,0,37214.39,stay
6053,15752857,Palerma,Germany,Male,452,52,1,98443.14,2,0,0,92033.98,stay
6054,15677908,Gilbert,Spain,Male,552,42,4,0,2,0,0,195692.3,stay
6055,15773013,Uvarov,France,Female,633,47,0,0,1,1,1,6342.84,leave
6056,15623972,Wisdom,Germany,Female,479,23,9,123575.51,1,0,1,95148.28,stay
6057,15738627,Hussain,France,Male,768,25,6,0,2,1,1,21215.67,stay
6058,15643392,Woods,France,Male,742,31,4,105239.1,1,1,1,19700.24,stay
6059,15684868,Cameron,Germany,Male,668,56,9,110993.79,1,1,0,134396.64,leave
6060,15627854,Mai,Spain,Male,707,44,3,0,2,1,1,135077.01,stay
6061,15669253,Gibson,Spain,Male,754,39,7,157691.98,2,1,0,133600.89,leave
6062,15758023,Grigoryeva,Germany,Male,544,47,5,105245.21,1,0,0,99922.08,leave
6063,15574558,Gunter,Spain,Male,718,32,8,0,2,1,1,41399.33,stay
6064,15635256,Arcuri,France,Male,762,31,7,117687.35,1,1,1,159344.43,stay
6065,15680399,Tung,France,Male,772,23,2,0,2,1,0,18364.19,stay
6066,15674720,Smith,Germany,Female,691,37,7,123067.63,1,1,1,98162.44,leave
6067,15580249,Lori,France,Male,502,45,0,0,1,0,0,84663.21,stay
6068,15675431,Chidimma,France,Female,563,34,6,0,2,0,0,36536.93,stay
6069,15698285,Ting,France,Female,676,41,4,101457.14,1,1,1,79101.67,stay
6070,15810775,Tsao,Spain,Male,576,52,2,100549.43,2,1,1,16644.16,stay
6071,15678173,Collee,Spain,Male,629,35,4,174588.8,2,0,1,158420.14,stay
6072,15665222,Lettiere,Spain,Male,625,52,8,121161.57,1,1,0,48988.28,stay
6073,15803908,Fu,France,Male,628,45,9,0,2,1,1,96862.56,stay
6074,15586039,Bergamaschi,Germany,Female,471,36,5,90063.74,2,1,1,96366.7,stay
6075,15802570,Dyer,France,Female,811,45,5,0,2,1,1,146123.19,stay
6076,15781451,Buccho,France,Male,504,42,3,134936.97,2,0,0,135178.91,stay
6077,15721019,Jones,France,Female,687,24,3,110495.27,1,1,0,158615.41,stay
6078,15738588,Nebechi,Germany,Female,660,37,2,133200.09,1,0,0,71433.88,stay
6079,15730657,Ibekwe,France,Female,548,41,4,82596.8,1,0,1,55672.09,stay
6080,15739292,Gorshkov,Germany,Male,609,31,9,103837.75,1,1,1,150218.11,stay
6081,15725945,Nweke,Spain,Female,659,42,2,0,1,0,0,162734.31,leave
6082,15813159,Hairston,France,Male,526,52,8,93590.47,1,0,1,21228.71,leave
6083,15636820,Loggia,Germany,Male,725,40,8,104149.66,1,1,0,62027.9,stay
6084,15603880,Morgan,Germany,Male,519,38,1,114141.64,1,1,1,60988.21,leave
6085,15619494,Abdulov,Germany,Female,562,31,9,117153,1,1,1,108675.01,stay
6086,15596992,Norris,Germany,Male,482,45,7,156353.46,1,1,0,72643.95,leave
6087,15735025,Clark,Spain,Male,535,37,3,175534.78,2,1,1,9241.52,stay
6088,15730759,Chukwudi,France,Female,561,27,9,135637,1,1,0,153080.4,leave
6089,15752912,Perkin,France,Female,661,30,7,0,2,1,0,72196.57,stay
6090,15711316,Ch'ang,France,Male,771,27,2,0,2,1,1,199527.34,stay
6091,15738785,Kang,France,Male,545,26,7,0,2,0,1,156598.23,stay
6092,15777896,Chukwudi,Germany,Female,850,33,2,83415.04,1,0,1,74917.64,stay
6093,15628963,Frolova,Germany,Male,601,43,3,141859.12,2,1,1,111249.62,stay
6094,15742126,Chiu,Germany,Male,712,38,7,132767.66,2,1,1,59115.77,stay
6095,15575623,Simpson,France,Female,589,31,10,110635.32,1,1,0,148218.86,stay
6096,15741652,McLean,Spain,Male,600,37,8,177657.35,1,1,1,77142.32,stay
6097,15738884,Hu,Germany,Male,642,41,4,157777.58,1,1,0,67484.6,stay
6098,15615050,Savage,Germany,Male,575,47,9,107915.94,2,1,1,63452.18,leave
6099,15803005,Wallace,Germany,Female,570,57,5,86568.75,1,0,1,103660.31,stay
6100,15743498,Winter,Germany,Male,532,52,9,137755.76,1,1,0,163191.99,leave
6101,15720463,Ho,France,Male,796,30,2,137262.71,2,1,0,62905.29,stay
6102,15588695,Su,Spain,Male,833,32,6,0,1,1,1,44323.22,leave
6103,15665802,Li Fonti,Spain,Female,642,36,6,0,2,1,1,97938.59,stay
6104,15571144,Ives,France,Male,655,28,10,0,2,0,1,126565.21,stay
6105,15750731,Trevisani,Germany,Male,736,50,9,116309.01,1,1,0,185360.4,leave
6106,15605134,Bond,France,Female,617,34,0,131244.65,2,1,0,183229.02,stay
6107,15626044,Lettiere,Germany,Male,762,28,3,125155.83,2,1,1,106024.02,stay
6108,15737910,Houghton,Germany,Male,703,35,5,140691.08,2,1,0,167810.26,stay
6109,15761076,Lei,France,Male,507,41,3,58820.32,2,1,1,138536.09,stay
6110,15710105,Stirling,Germany,Female,581,26,3,105099.45,1,1,1,184520,leave
6111,15577402,Grant,France,Male,593,31,9,0,2,0,1,20492.16,stay
6112,15803337,Baresi,France,Male,648,23,9,168372.52,1,1,0,134676.72,stay
6113,15654372,Pearce,Germany,Male,462,34,1,94682.56,2,1,0,138478.2,stay
6114,15585867,Rutledge,Spain,Male,596,36,2,0,2,0,1,125557.95,stay
6115,15662488,Udegbunam,France,Female,627,44,5,0,2,1,0,82969.61,leave
6116,15604813,Zaytseva,France,Male,494,40,7,0,2,0,1,158071.69,stay
6117,15611644,Onyemauchechukwu,France,Male,627,73,0,146329.73,1,0,1,43615.67,stay
6118,15674928,Mullah,Spain,Male,850,37,2,0,2,1,0,119969.99,stay
6119,15656100,Candler,France,Female,632,49,5,167962.7,1,0,0,140201.21,stay
6120,15764293,Konovalova,France,Male,490,33,1,0,2,1,1,80792.83,stay
6121,15636423,Lei,France,Male,715,40,7,0,1,1,1,141359.11,stay
6122,15607629,Hollis,France,Male,679,48,8,0,2,1,0,23344.94,stay
6123,15577313,Lionel,France,Male,619,44,3,116967.68,1,1,0,5075.17,leave
6124,15714493,Francis,Spain,Female,465,33,6,0,2,1,1,95500.98,stay
6125,15643359,Carter,Spain,Male,736,32,7,0,1,0,1,79082.62,stay
6126,15687913,Mai,Germany,Female,501,34,7,93244.42,1,0,1,199805.63,stay
6127,15790935,Johnson,France,Female,535,29,5,0,2,0,1,52709.55,stay
6128,15708693,Sherman,France,Female,759,33,2,0,2,1,0,56583.88,stay
6129,15672016,Sabbatini,France,Male,819,35,1,0,2,0,1,3385.04,stay
6130,15727605,Shih,Germany,Male,533,43,4,80442.06,2,0,1,12537.42,stay
6131,15651144,Yao,Germany,Female,632,35,2,150561.03,2,0,0,64722.61,stay
6132,15749401,Ko,France,Male,686,60,9,0,3,1,1,75246.21,leave
6133,15691874,Kazakova,France,Female,687,34,9,125474.44,1,1,0,198929.84,stay
6134,15620735,Chiganu,Germany,Female,667,33,4,127076.68,2,1,0,69011.66,stay
6135,15769781,Nucci,Spain,Female,699,25,8,0,2,1,1,52404.47,stay
6136,15624611,Marsden,Spain,Male,497,37,8,128650.11,2,1,1,163641.53,stay
6137,15773071,Serena,Spain,Female,780,33,6,145580.61,1,1,1,154598.56,stay
6138,15720371,McLean,France,Female,652,51,3,0,1,1,0,173989.47,leave
6139,15717984,Longo,France,Male,477,47,9,144900.58,1,1,0,61315.37,leave
6140,15806407,Wilson,France,Female,652,37,4,0,2,1,0,143393.24,stay
6141,15785042,Hsiung,France,Female,488,31,8,97588.6,1,0,0,124210.53,stay
6142,15809302,Wright,France,Male,572,24,1,0,2,1,1,151460.84,stay
6143,15677550,Folliero,France,Female,755,38,1,0,2,1,0,20734.81,stay
6144,15654096,Johnston,Germany,Female,779,24,10,122200.31,2,1,0,43705.56,stay
6145,15617320,Palermo,Spain,Female,693,46,3,151709.33,1,1,0,180736.24,stay
6146,15653065,Nwabugwu,Spain,Female,530,22,7,0,2,1,0,104170.48,stay
6147,15649112,Endrizzi,Spain,Female,738,33,3,122134.4,2,0,1,27867.59,stay
6148,15690526,Tuan,Germany,Male,690,31,2,137260.45,2,1,0,55387.28,stay
6149,15806945,Udobata,France,Female,611,30,9,88594.14,1,1,0,196332.45,stay
6150,15670066,Ibezimako,Spain,Male,643,34,6,0,2,1,1,116046.22,stay
6151,15625761,Maclean,Germany,Male,632,41,8,127205.32,4,1,0,93874.87,leave
6152,15761525,Shaw,Spain,Female,727,31,10,96997.09,2,0,0,76614.04,stay
6153,15735080,Cummins,France,Female,508,64,2,0,1,1,1,6076.62,stay
6154,15619537,Lavrentiev,France,Male,550,31,5,142200.19,2,1,1,122221.71,stay
6155,15598162,Saunders,Germany,Female,754,39,3,160761.41,1,1,1,24156.03,stay
6156,15694300,Fiorentino,France,Male,759,26,4,0,2,1,0,135394.62,stay
6157,15637235,Knight,Spain,Male,794,33,8,0,2,0,0,91340.02,stay
6158,15612444,Manfrin,France,Male,549,29,3,0,2,1,0,146090.38,stay
6159,15626457,Zetticci,France,Male,671,31,0,116234.61,1,1,0,172096.08,stay
6160,15627995,Angelo,Germany,Female,756,26,5,155143.52,1,0,1,135034.57,leave
6161,15706128,Zhdanov,France,Female,632,21,1,0,2,1,0,84008.66,stay
6162,15666430,Peck,France,Male,579,38,8,0,2,0,0,91763.67,stay
6163,15627385,Uwaezuoke,France,Male,748,34,5,84009.47,1,1,1,137001.1,stay
6164,15581323,White,Germany,Female,488,28,7,139246.22,2,1,0,106799.49,stay
6165,15608109,Greco,Germany,Male,710,58,7,170113,2,0,1,10494.64,stay
6166,15801942,Chu,Spain,Female,619,41,8,0,3,1,1,79866.73,leave
6167,15567431,Kodilinyechukwu,France,Male,773,64,2,145578.28,1,0,1,186172.85,stay
6168,15810167,Scott,Spain,Male,657,75,7,126273.95,1,0,1,91673.6,stay
6169,15644501,Enyinnaya,France,Female,579,26,10,162482.76,1,1,1,18458.2,stay
6170,15785290,Hao,France,Male,542,29,9,0,1,1,0,8342.35,stay
6171,15611157,McElhone,France,Female,709,32,2,87814.89,1,1,0,138578.37,stay
6172,15673837,Ko,Spain,Male,617,61,3,113858.95,1,1,1,38129.22,stay
6173,15656822,Day,Germany,Male,568,43,5,87612.64,4,1,1,107155.4,leave
6174,15580560,Harris,France,Female,769,73,1,0,1,1,1,29792.11,stay
6175,15760641,Gerald,Germany,Male,608,26,1,106648.98,1,0,1,7063.6,stay
6176,15587584,Nebeuwa,Spain,Male,503,31,4,0,2,1,1,21645.06,stay
6177,15604146,Kaodilinakachukwu,Germany,Female,608,38,8,103653.51,2,1,1,137079.86,stay
6178,15813974,Maruff,Germany,Male,731,37,3,116880.53,1,0,0,172718.35,leave
6179,15746986,Howe,Germany,Female,850,40,4,97990.49,2,0,0,106691.02,stay
6180,15759741,Knepper,Germany,Female,591,34,4,150635.3,1,1,1,72274.84,stay
6181,15734892,Fennell,Spain,Male,579,37,4,0,2,1,1,32246.63,stay
6182,15797194,T'ao,France,Male,570,39,10,129674.89,2,1,0,80552.36,stay
6183,15723786,Morris,France,Female,709,37,9,0,2,1,0,16733.59,stay
6184,15642726,Holmes,France,Male,611,53,3,83568.26,1,0,0,1235.49,stay
6185,15664339,Yu,Spain,Male,775,48,4,178144.91,2,0,0,50168.41,leave
6186,15754526,Walker,Germany,Male,699,36,6,147137.74,1,1,1,33687.9,stay
6187,15703037,Edwards,France,Male,618,37,5,0,1,0,1,178705.45,leave
6188,15751412,Harvey,France,Male,704,36,3,114370.41,1,0,1,66810.48,stay
6189,15609558,McDonald,Germany,Female,835,47,5,108289.28,2,1,1,45859.55,leave
6190,15572408,Chambers,Germany,Male,714,39,3,149887.49,2,1,0,63846.36,stay
6191,15613923,Reed,Spain,Female,581,43,4,170172.9,1,0,1,100236.02,stay
6192,15747000,Shih,France,Male,592,27,3,0,2,1,1,19645.65,stay
6193,15731781,Onyemachukwu,France,Male,551,43,7,0,2,1,0,178393.68,stay
6194,15727198,Teng,Germany,Female,689,28,2,64808.32,2,0,0,78591.15,stay
6195,15794273,Hand,France,Female,604,56,0,62732.65,1,0,1,124954.56,stay
6196,15804950,Onyemauchechukwu,France,Female,514,41,7,0,2,1,1,3756.65,stay
6197,15576304,Bailey,France,Male,698,29,5,95167.55,1,1,1,152723.23,stay
6198,15645200,Chiang,Germany,Female,581,54,2,152508.99,1,1,0,187597.98,leave
6199,15779627,Maclean,Germany,Male,573,31,0,134644.19,1,1,1,70381.49,stay
6200,15750755,Yobachi,Spain,Female,449,33,8,0,2,0,0,156792.89,stay
6201,15569654,Munro,Germany,Female,850,31,3,51293.47,1,0,0,35534.68,stay
6202,15753079,Chidi,France,Male,612,41,5,0,3,0,0,151256.22,stay
6203,15684995,Chamberlain,Spain,Male,690,49,8,116622.73,1,0,1,51011.29,stay
6204,15790763,Trujillo,Spain,Female,599,49,2,0,2,1,0,111190.53,stay
6205,15766458,Tang,France,Male,498,33,1,198113.86,1,1,0,69664.35,stay
6206,15616221,Wilson,France,Female,497,29,4,85646.81,1,0,0,63233.02,leave
6207,15776124,Mann,Spain,Male,802,51,7,0,1,0,1,40855.79,stay
6208,15665811,Parry,France,Male,644,33,9,141234.98,1,1,0,95673.05,stay
6209,15729804,Manfrin,France,Male,714,34,10,0,2,1,1,80234.14,stay
6210,15714062,Millar,France,Female,690,40,9,77641.99,1,0,0,189051.59,leave
6211,15592197,Simmons,Spain,Male,522,30,3,0,2,1,0,145490.85,stay
6212,15793116,Beneventi,Germany,Female,502,40,7,117304.29,1,0,0,196278.32,stay
6213,15638231,Chung,Spain,Female,730,62,2,0,2,1,1,162889.1,stay
6214,15697678,Maxwell,Germany,Male,590,36,6,92340.69,2,1,1,174667.58,stay
6215,15800412,Dale,Germany,Male,458,35,9,146780.52,2,1,1,3476.38,stay
6216,15597610,Stevens,Spain,Male,553,41,6,144974.55,1,1,1,19344.92,stay
6217,15726634,Wei,France,Male,479,47,1,0,1,1,0,95270.83,stay
6218,15670866,Chiu,France,Male,693,31,2,0,2,1,1,107759.31,stay
6219,15667462,Duncan,Spain,Male,707,43,10,0,2,1,0,118368.2,stay
6220,15662574,Brady,Spain,Male,636,37,1,115137.26,1,1,0,52484.01,stay
6221,15716926,Macleod,France,Male,807,33,10,101952.97,2,1,0,178153.65,stay
6222,15603554,Berkeley,France,Female,513,45,0,164649.52,3,1,0,49915.52,leave
6223,15716800,Kaur,France,Male,582,31,2,0,2,1,1,33747.03,stay
6224,15679429,Bell,France,Male,694,32,0,91956.49,1,1,1,59961.81,stay
6225,15616122,Nwokike,France,Male,777,39,8,0,2,1,1,18613.52,stay
6226,15742172,Williamson,Germany,Male,598,32,9,123938.6,2,1,0,198894.42,stay
6227,15792305,Mountgarrett,Germany,Male,762,46,6,123571.77,3,0,1,57014.17,leave
6228,15636016,Wreford,France,Female,588,34,3,120777.88,1,1,1,131729.52,stay
6229,15733138,Paterson,Germany,Male,663,42,5,90248.79,1,1,1,79169.73,stay
6230,15669741,Hou,France,Male,777,36,7,0,1,1,0,106472.34,stay
6231,15616954,Smith,France,Male,592,71,4,0,2,0,1,17013.54,stay
6232,15729238,Peng,Germany,Male,631,48,1,106396.48,1,1,1,150661.42,leave
6233,15718242,Wollstonecraft,Germany,Female,725,47,1,104887.43,1,0,0,86622.56,leave
6234,15682914,Bolton,France,Male,850,34,2,72079.71,1,1,1,115767.93,stay
6235,15654274,Corrie,France,Male,540,37,6,0,2,1,0,141998.89,stay
6236,15691457,Boyle,Spain,Male,674,36,2,0,2,1,1,182787.17,stay
6237,15719649,Lambie,France,Male,553,38,3,99844.68,1,0,0,187915.7,stay
6238,15778897,Cartwright,France,Female,630,28,1,0,2,1,1,133267.78,stay
6239,15589437,Lu,France,Male,466,26,3,156815.71,1,1,1,137476.09,stay
6240,15682369,Pisano,France,Male,613,47,6,146034.74,1,1,1,77146.14,stay
6241,15626507,Chukwubuikem,France,Male,558,27,1,152283.39,1,1,0,183271.15,stay
6242,15571995,Harper,Germany,Female,775,33,1,118897.1,2,1,1,26362.4,stay
6243,15673333,Wilson,Germany,Male,698,52,8,96781.39,1,1,1,153373.71,stay
6244,15748752,Ch'in,Germany,Male,608,33,1,102772.67,2,1,0,70705.58,stay
6245,15725302,Streeton,Spain,Female,670,20,4,0,2,1,0,119759.24,stay
6246,15722083,Ch'ang,Spain,Male,591,39,8,0,2,0,0,42392.24,stay
6247,15771442,Pennington,France,Male,633,40,4,150578,1,0,1,34670.62,leave
6248,15803633,T'ien,France,Female,678,46,1,0,2,0,0,82106.19,stay
6249,15672185,Liu,France,Male,590,47,3,0,2,1,0,171774.5,stay
6250,15806486,Cunningham,France,Female,705,48,0,0,2,0,0,149772.61,stay
6251,15570895,Ch'in,France,Male,608,42,10,163548.07,1,1,0,38866.85,stay
6252,15614520,Smith,France,Female,682,37,8,148580.12,1,1,0,35179.18,stay
6253,15687492,Anderson,Germany,Male,596,32,3,96709.07,2,0,0,41788.37,stay
6254,15675337,Forbes,Germany,Female,395,34,5,106011.59,1,1,1,17376.57,leave
6255,15721047,Ansell,Germany,Male,578,37,1,135650.88,1,1,0,199428.19,stay
6256,15589017,Chiu,Germany,Male,547,55,4,111362.76,3,1,0,16922.28,leave
6257,15611186,Yevdokimova,France,Male,609,37,1,39344.83,1,1,1,178291.89,leave
6258,15617301,Chamberlin,Germany,Male,774,36,9,130809.77,1,1,0,152290.28,stay
6259,15726046,Johnston,France,Female,712,27,2,133009.51,1,1,0,126809.15,stay
6260,15585748,McDonald,Germany,Female,585,28,9,135337.49,2,1,1,40385.61,stay
6261,15672826,Chen,France,Female,666,32,10,112536.57,2,1,1,34350.54,stay
6262,15595162,Cattaneo,Spain,Female,708,35,8,122570.69,1,0,0,199005.88,stay
6263,15650026,Barclay-Harvey,France,Male,513,44,1,63562.02,2,0,1,52629.73,leave
6264,15745826,Dawson,France,Male,445,37,3,0,2,1,1,180012.39,stay
6265,15708610,Costa,Germany,Male,690,44,9,100368.63,2,0,0,35342.33,stay
6266,15624471,Chikwado,France,Male,850,37,6,0,2,1,0,109291.22,stay
6267,15590097,Ch'eng,Spain,Female,537,33,7,136082,1,1,0,62746.54,stay
6268,15689328,Harrison,Germany,Male,705,48,9,114169.16,1,0,0,173273.2,leave
6269,15582154,Crawford,France,Female,670,45,5,47884.92,1,1,1,54340.24,stay
6270,15734626,Gibson,Spain,Female,652,36,1,0,2,1,1,19302.78,stay
6271,15702806,Martin,Spain,Male,696,24,9,0,1,0,0,10883.52,stay
6272,15620756,Stokes,France,Male,747,49,6,202904.64,1,1,1,17298.72,leave
6273,15611331,Niu,France,Female,511,46,1,0,1,1,1,115779.48,leave
6274,15576935,Ampt,Spain,Male,743,43,2,161807.18,2,0,1,93228.86,leave
6275,15661275,Wynn,Germany,Male,532,52,3,110791.97,1,1,0,148704.77,leave
6276,15814940,Lawrence,Spain,Female,642,33,9,0,2,1,1,150475.14,stay
6277,15768471,Wagner,Germany,Female,554,54,6,108755,1,1,0,40914.32,leave
6278,15697391,Argyle,Spain,Female,604,34,3,0,2,1,0,38587.7,stay
6279,15793346,Ofodile,France,Female,602,72,3,0,2,1,1,171260.66,stay
6280,15608338,Chiemenam,Spain,Female,757,55,9,117294.12,4,1,0,94187.47,leave
6281,15578546,Akobundu,Germany,Male,491,26,4,102251.14,1,1,1,145900.89,stay
6282,15656921,Locke,France,Male,850,31,4,0,2,0,0,152298.28,stay
6283,15761340,Bullen,France,Male,521,22,5,0,2,1,1,99828.45,stay
6284,15591135,Forster,France,Male,726,37,2,132057.92,2,1,0,34743.98,stay
6285,15623219,Smith,France,Male,596,33,8,0,1,1,0,121189.3,leave
6286,15655229,Craig,Germany,Female,850,35,7,114285.2,1,0,1,129660.59,stay
6287,15805884,Archer,France,Female,637,41,9,0,2,1,0,145477.36,stay
6288,15668289,McWilliams,Spain,Male,690,32,2,76087.98,1,0,1,151822.66,stay
6289,15568562,Moss,France,Male,689,40,8,160272.27,1,1,0,49656.24,stay
6290,15773276,Townsend,Spain,Male,633,63,4,114552.6,1,1,0,73856.28,leave
6291,15622801,Brown,France,Female,555,27,8,102000.17,1,1,1,116757,stay
6292,15779886,Munson,Spain,Male,563,24,7,0,2,0,0,16319.56,stay
6293,15713673,T'ien,France,Female,494,33,1,137853,1,0,1,90273.85,stay
6294,15783083,Shubin,France,Male,534,27,9,0,2,1,0,161344.13,stay
6295,15742824,Isayeva,Germany,Male,696,42,7,162318.61,1,1,0,121061.89,stay
6296,15621550,Hung,Spain,Female,535,50,1,140292.58,3,0,0,69531.22,leave
6297,15799480,Webb,France,Male,600,34,0,0,2,0,1,3756.23,stay
6298,15625247,Scott,France,Female,807,34,1,0,1,0,0,114448.13,stay
6299,15755241,Rahman,France,Female,714,52,2,0,1,0,1,144045.08,leave
6300,15575679,Lori,France,Male,590,24,7,126431.54,1,1,0,58781.11,stay
6301,15668235,Cooke,France,Female,614,41,3,123475.04,1,1,1,179227.52,stay
6302,15683183,Volkova,Germany,Female,766,45,6,97652.96,1,1,0,127332.33,stay
6303,15684592,Lamb,Spain,Male,557,42,4,0,2,0,1,86642.38,stay
6304,15591169,Hawes,Germany,Female,788,49,4,137455.99,1,1,0,184178.29,leave
6305,15653455,Smith,France,Female,648,38,2,0,2,0,1,9551.49,stay
6306,15732563,Swanton,Germany,Female,726,33,7,99046.31,2,1,1,56053.06,stay
6307,15656471,Mitchell,France,Male,773,33,9,0,2,1,1,1118.31,stay
6308,15598510,Colombo,Germany,Male,583,27,4,105907.42,2,1,1,195732.04,stay
6309,15766427,Shaw,Germany,Male,565,52,5,97720.35,2,1,0,175070.94,leave
6310,15785342,Shipp,France,Male,705,25,9,0,2,0,1,112331.19,stay
6311,15641595,Jonathan,Spain,Male,685,43,4,97392.18,2,1,0,43956.83,stay
6312,15798429,Hernandez,France,Male,741,29,8,0,2,1,1,115994.52,stay
6313,15648136,Green,Germany,Female,658,28,9,152812.58,1,1,0,166682.57,stay
6314,15812482,Young,France,Male,575,27,3,139301.68,1,1,0,99843.98,stay
6315,15790810,Han,France,Female,844,41,10,76319.64,1,1,1,141175.18,leave
6316,15687421,Highland,Spain,Male,559,67,9,125919.35,1,1,0,175910.95,leave
6317,15765643,Hamilton,France,Male,725,37,6,124348.38,2,0,1,176984.34,stay
6318,15654878,Yobanna,France,Male,450,29,7,117199.8,1,1,1,43480.63,stay
6319,15686835,Crawford,Germany,Female,738,57,9,148384.64,1,0,0,155047.11,leave
6320,15768340,Beavers,Germany,Female,642,19,3,113905.48,1,1,1,176137.2,stay
6321,15673599,Williamson,Spain,Male,618,32,5,133476.09,1,0,1,154843.4,stay
6322,15689096,Beneventi,France,Male,590,47,0,117879.32,1,1,1,8214.46,stay
6323,15684294,Chidumaga,France,Male,735,50,2,0,2,0,1,147075.69,stay
6324,15615828,Mitchell,France,Male,550,34,8,122359.5,1,0,0,116495.55,stay
6325,15746012,Chibugo,Spain,Female,729,28,0,0,2,1,1,31165.06,leave
6326,15615797,Hyde,Germany,Male,743,59,5,108585.35,1,1,1,192127.22,leave
6327,15788494,Alekseeva,France,Male,555,31,8,145875.74,1,1,0,137491.23,stay
6328,15793856,Abdulov,Spain,Female,667,36,3,121542.57,2,1,1,186841.71,stay
6329,15629545,Buckley,Spain,Female,790,41,7,109508.68,1,0,0,86776.38,stay
6330,15661198,Howard,Germany,Male,727,34,2,146407.11,1,1,1,72073.72,stay
6331,15715117,Peel,France,Female,744,39,6,0,1,0,0,10662.58,stay
6332,15701074,Herz,Germany,Male,629,35,8,112330.83,1,1,1,91001.02,stay
6333,15793046,Holden,France,Female,619,35,4,90413.12,1,1,1,20555.21,stay
6334,15623744,McLean,France,Male,634,34,8,105302.66,1,1,1,123164.97,stay
6335,15611329,Findlay,Spain,Female,608,35,6,0,2,1,1,143463.28,stay
